,LONGITUDE,LATITUDE,IP,ORG,ZDAT
0,37.751,-97.822,157.240.200.14,FACEBOOK,0
1,35.3601,-81.9251,69.171.250.35,FACEBOOK,1
2,35.3601,-81.9251,69.171.250.13,FACEBOOK,2
