fcf000001a0c60c5,108
3ceceaf7748cbede,998
a361b151cb9ebede,892
00b000001a0c60c5,109
bd5644be06dcbede,1411
8185db41e2c4bede,1137
f21e00001a0a05bf,73
467366a575db3a9e,38
047000001a0c60c5,107
44f3a9e2a52dbede,1094
f5de00001a0a05bf,39
083000001a0c60c5,204
f2200e8a2260bede,1650
0bf000001a0c60c5,144
f99e00001a0a05bf,86
547aeaf7748cbede,1293
d48a44be06dcbede,999
98b9db41e2c4bede,1202
5033a9e2a52dbede,516
ba95b151cb9ebede,1690
4673e119d0f19bee,38
fd600e8a2260bede,2535
0fb000001a0c60c5,98
fd5e00001a0a05bf,102
fefd000100000000,6330
137000001a0c60c5,102
011e00001a0a05bf,97
08a00e8a2260bede,909
04de00001a0a05bf,96
173000001a0c60c5,110
6baeeaf7748cbede,722
afeddb41e2c4bede,1535
5b73a9e2a52dbede,453
ebbe44be06dcbede,1382
089e00001a0a05bf,100
1af000001a0c60c5,118
d1c9b151cb9ebede,1076
19800e8a2260bede,457
1eb000001a0c60c5,119
0c5e00001a0a05bf,96
71f3a9e2a52dbede,2129
101e00001a0a05bf,91
227000001a0c60c5,103
02f244be06dcbede,1112
82e2eaf7748cbede,1455
c721db41e2c4bede,1039
13de00001a0a05bf,93
263000001a0c60c5,107
e8fdb151cb9ebede,1544
7d33a9e2a52dbede,2065
30000e8a2260bede,549
179e00001a0a05bf,98
29f000001a0c60c5,106
1b5e00001a0a05bf,100
2db000001a0c60c5,99
8e13a9e2a52dbede,384
3b400e8a2260bede,1841
9a70eaf7748cbede,594
1f1e00001a0a05bf,98
317000001a0c60c5,103
1a8044be06dcbede,1911
deafdb41e2c4bede,1851
0031b151cb9ebede,961
9953a9e2a52dbede,532
22de00001a0a05bf,39
46800e8a2260bede,205
353000001a0c60c5,104
9936d60d4adfe3db,90
38f000001a0c60c5,109
51c00e8a2260bede,322
3cb000001a0c60c5,43
31b444be06dcbede,970
b1a4eaf7748cbede,1258
f5e3db41e2c4bede,1422
17bfb151cb9ebede,1198
cd0100001a0ba26b,73
afd3a9e2a52dbede,641
d0c100001a0ba26b,39
68400e8a2260bede,440
bb13a9e2a52dbede,1424
359e00001a0a05bf,124
c8d8eaf7748cbede,739
48e844be06dcbede,1323
395e00001a0a05bf,123
0d17db41e2c4bede,962
2ef3b151cb9ebede,804
c653a9e2a52dbede,452
73800e8a2260bede,1267
3d1e00001a0a05bf,122
a52d616f5e7e074c,66
4673443e53c3bb38,38
40de00001a0a05bf,134
7ec00e8a2260bede,976
d193a9e2a52dbede,541
e066eaf7748cbede,1389
e2282e1f926ebede,258
601c44be06dcbede,1064
24a5db41e2c4bede,828
4627b151cb9ebede,1433
449e00001a0a05bf,130
47e9f151c1b5bede,258
4627f151c1b5bede,1438
748ce32395894fb9,66
8a000e8a2260bede,513
8a00bb7df397bede,1545
8b68bb7df397bede,258
485e00001a0a05bf,129
4673fed312997ec2,38
e813a9e2a52dbede,776
4c1e00001a0a05bf,120
f79aeaf7748cbede,940
4fde00001a0a05bf,121
77aa44be06dcbede,1603
f353a9e2a52dbede,1682
5db5b151cb9ebede,861
3bd9db41e2c4bede,1708
539e00001a0a05bf,125
a6200e8a2260bede,929
575e00001a0a05bf,130
fe93a9e2a52dbede,974
5b1e00001a0a05bf,120
b1600e8a2260bede,1999
226068cf693f95e3,66
0eceeaf7748cbede,1313
8ede44be06dcbede,1103
5ede00001a0a05bf,128
530ddb41e2c4bede,863
74e9b151cb9ebede,1483
bca00e8a2260bede,240
629e00001a0a05bf,127
06dc3679dff81c19,66
665e00001a0a05bf,123
1513a9e2a52dbede,522
6a1e00001a0a05bf,119
265ceaf7748cbede,986
a61244be06dcbede,1264
8c1db151cb9ebede,894
6a9bdb41e2c4bede,1027
25f3a9e2a52dbede,400
6dde00001a0a05bf,117
d3200e8a2260bede,499
719e00001a0a05bf,119
3133a9e2a52dbede,1529
de600e8a2260bede,622
3d90eaf7748cbede,1690
87b000001a0c60c5,91
755e00001a0a05bf,117
bda044be06dcbede,949
81cfdb41e2c4bede,898
a351b151cb9ebede,1202
3c73a9e2a52dbede,331
791e00001a0a05bf,117
8b7000001a0c60c5,39
e9a00e8a2260bede,1546
1bc100001a0ba26b,73
7cde00001a0a05bf,123
1f8100001a0ba26b,39
f4e00e8a2260bede,446
809e00001a0a05bf,127
54c4eaf7748cbede,1514
9903db41e2c4bede,1605
badfb151cb9ebede,876
d4d444be06dcbede,1568
845e00001a0a05bf,123
52f3a9e2a52dbede,482
881e00001a0a05bf,109
5e33a9e2a52dbede,312
8bde00001a0a05bf,102
0b600e8a2260bede,527
4673f0a8ee55dbc7,38
6bf8eaf7748cbede,1792
b091db41e2c4bede,925
8f9e00001a0a05bf,111
d213b151cb9ebede,1501
16a00e8a2260bede,852
6973a9e2a52dbede,1779
935e00001a0a05bf,108
6506f16e06fab2fb,66
f7a244be06dcbede,1324
971e00001a0a05bf,109
46733032783d7303,38
21e00e8a2260bede,1929
74b3a9e2a52dbede,760
8386eaf7748cbede,1626
9ade00001a0a05bf,105
c7c5db41e2c4bede,1650
e947b151cb9ebede,1025
2d200e8a2260bede,432
9e9e00001a0a05bf,107
e2c4d856ef3f0aca,66
0f3044be06dcbede,1629
a25e00001a0a05bf,110
8b33a9e2a52dbede,621
a61e00001a0a05bf,104
9abaeaf7748cbede,1819
def9db41e2c4bede,978
007bb151cb9ebede,1438
a9de00001a0a05bf,114
9673a9e2a52dbede,2348
cb9e84f9f5c3aa22,66
49400e8a2260bede,632
ad9e00001a0a05bf,108
266444be06dcbede,1330
b15e00001a0a05bf,115
a1b3a9e2a52dbede,1910
54800e8a2260bede,510
b1eeeaf7748cbede,1180
f687db41e2c4bede,1160
b51e00001a0a05bf,106
1809b151cb9ebede,1006
b293a9e2a52dbede,362
b8de00001a0a05bf,109
5fc00e8a2260bede,1720
3d9844be06dcbede,1548
bc9e00001a0a05bf,112
748ce7aa23892df0,66
6b000e8a2260bede,482
c05e00001a0a05bf,116
c97ceaf7748cbede,1650
0d61db41e2c4bede,1173
2f3db151cb9ebede,1169
c41e00001a0a05bf,122
d67000001a0c60c5,224
c913a9e2a52dbede,480
54cc44be06dcbede,841
da3000001a0c60c5,163
c7de00001a0a05bf,127
6a8100001a0ba26b,73
d453a9e2a52dbede,517
81800e8a2260bede,506
cb9e00001a0a05bf,136
e0b0eaf7748cbede,921
24efdb41e2c4bede,1629
6e4100001a0ba26b,39
4671b151cb9ebede,884
cf5e00001a0a05bf,120
df93a9e2a52dbede,1197
8cc00e8a2260bede,505
d31e00001a0a05bf,134
6c5a44be06dcbede,1486
ead3a9e2a52dbede,351
d6de00001a0a05bf,130
98000e8a2260bede,1351
f7e4eaf7748cbede,1197
3c23db41e2c4bede,1012
da9e00001a0a05bf,130
5dffb151cb9ebede,1266
06dcc7c47862913b,66
de5e00001a0a05bf,123
a52de17875fe6af3,66
838e44be06dcbede,877
99360b0d95f089e7,90
e21e00001a0a05bf,124
ae800e8a2260bede,1020
0153a9e2a52dbede,502
0f72eaf7748cbede,835
e5de00001a0a05bf,136
46737ec05c63cb6b,38
53b1db41e2c4bede,1638
7533b151cb9ebede,924
0c93a9e2a52dbede,635
b9c00e8a2260bede,1596
e99e00001a0a05bf,121
ed5e00001a0a05bf,118
9ac244be06dcbede,1132
17d3a9e2a52dbede,1528
c5000e8a2260bede,991
f11e00001a0a05bf,126
26a6eaf7748cbede,1115
6ae5db41e2c4bede,1047
8c67b151cb9ebede,1374
f4de00001a0a05bf,123
d5e00e8a2260bede,1844
f89e00001a0a05bf,136
2e53a9e2a52dbede,1060
b25044be06dcbede,842
fc5e00001a0a05bf,126
3ddaeaf7748cbede,755
8273db41e2c4bede,1330
001e00001a0a05bf,121
a39bb151cb9ebede,831
3993a9e2a52dbede,503
ec600e8a2260bede,445
03de00001a0a05bf,120
c98444be06dcbede,1547
079e00001a0a05bf,118
4a73a9e2a52dbede,386
f7a00e8a2260bede,558
5568eaf7748cbede,1115
0b5e00001a0a05bf,119
99a7db41e2c4bede,1069
bb29b151cb9ebede,1380
55b3a9e2a52dbede,1696
0f1e00001a0a05bf,111
02e00e8a2260bede,544
e0b844be06dcbede,754
12de00001a0a05bf,108
253000001a0c60c5,195
0e200e8a2260bede,1772
169e00001a0a05bf,110
28f000001a0c60c5,148
6c9ceaf7748cbede,701
d25db151cb9ebede,745
b94100001a0ba26b,73
b081db41e2c4bede,1478
1a5e00001a0a05bf,107
6c33a9e2a52dbede,481
bd0100001a0ba26b,39
f7ec44be06dcbede,1380
1e1e00001a0a05bf,103
21de00001a0a05bf,112
7773a9e2a52dbede,458
24a00e8a2260bede,558
83d0eaf7748cbede,1092
c80fdb41e2c4bede,911
e991b151cb9ebede,1482
259e00001a0a05bf,111
82b3a9e2a52dbede,354
2fe00e8a2260bede,570
295e00001a0a05bf,110
0f7a44be06dcbede,1061
2d1e00001a0a05bf,103
8df3a9e2a52dbede,1482
9b5eeaf7748cbede,655
3b200e8a2260bede,957
30de00001a0a05bf,106
df9ddb41e2c4bede,1409
011fb151cb9ebede,910
4673aa409e1da01a,38
349e00001a0a05bf,116
26ae44be06dcbede,1749
385e00001a0a05bf,76
a473a9e2a52dbede,611
51a00e8a2260bede,2455
3c1e00001a0a05bf,68
e2c4c8d1656920de,66
b292eaf7748cbede,1420
f677db41e2c4bede,922
